gene	family	Phylostratum
at3g50410	HOM000099	GreenPlants
at3g50420	HOM000001	GreenPlants
at3g50430	HOM000203	LandPlants
at3g50440	HOM000203	LandPlants
at3g50450	HOM008425	Rosids
at3g50460	HOM008425	Rosids
at3g50470	HOM008425	Rosids
at3g50480	HOM008425	Rosids
at3g50500	HOM000044	GreenPlants
at3g50510	HOM000098	LandPlants
at3g50520	HOM002505	GreenPlants
at3g50530	HOM000014	GreenPlants
at3g50540	HOM092151	AT
at3g50550	HOM123819	AT
at3g50560	HOM004692	GreenPlants
at3g50570	HOM014535	Arabidopsis
at3g50580	HOM014387	Arabidopsis
at3g50590	HOM002890	GreenPlants
at3g50610	HOM007282	Eudicots
at3g50620	HOM000588	GreenPlants
at3g50630	HOM024651	Arabidopsis
at3g50640	HOM002469	Angiosperms
at3g50650	HOM000042	GreenPlants
at3g50651	HOM081783	AT
at3g50660	HOM000072	GreenPlants
at3g50670	HOM003684	GreenPlants
at3g50674	HOM011266	Malvids
at3g50682	HOM060956	AT
at3g50685	HOM005622	GreenPlants
at3g50690	HOM004080	GreenPlants
at3g50695	HOM040406	AT
at3g50700	HOM000150	GreenPlants
at3g50710	HOM000115	GreenPlants
at3g50720	HOM000027	GreenPlants
at3g50730	HOM000027	GreenPlants
at3g50740	HOM000016	LandPlants
at3g50750	HOM000802	LandPlants
at3g50751	HOM000209	Arabidopsis
at3g50760	HOM000191	GreenPlants
at3g50764	HOM069256	AT
at3g50770	HOM000014	GreenPlants
at3g50780	HOM000882	LandPlants
at3g50790	HOM001326	GreenPlants
at3g50800	HOM001100	Angiosperms
at3g50808	HOM000609	LandPlants
at3g50810	HOM000609	LandPlants
at3g50820	HOM002950	GreenPlants
at3g50830	HOM002500	LandPlants
at3g50840	HOM000092	GreenPlants
at3g50845	HOM002390	GreenPlants
at3g50850	HOM005402	GreenPlants
at3g50860	HOM000748	GreenPlants
at3g50870	HOM000164	GreenPlants
at3g50880	HOM001416	GreenPlants
at3g50890	HOM000216	LandPlants
at3g50900	HOM003415	Eudicots
at3g50910	HOM000001	GreenPlants
at3g50920	HOM004557	GreenPlants
at3g50925	HOM023844	Arabidopsis
at3g50930	HOM000117	GreenPlants
at3g50940	HOM000117	GreenPlants
at3g50950	HOM000009	GreenPlants
at3g50960	HOM001926	GreenPlants
at3g50970	HOM013591	Arabidopsis
at3g50980	HOM013591	Arabidopsis
at3g50990	HOM000012	LandPlants
at3g51000	HOM000361	GreenPlants
at3g51010	HOM005014	LandPlants
at3g51020	HOM010443	Rosids
at3g51030	HOM000112	GreenPlants
at3g51040	HOM002355	GreenPlants
at3g51050	HOM005098	GreenPlants
at3g51057	HOM038370	AT
at3g51060	HOM000433	LandPlants
at3g51070	HOM000110	LandPlants
at3g51080	HOM000164	GreenPlants
at3g51090	HOM002334	GreenPlants
at3g51100	HOM003519	LandPlants
at3g51110	HOM001782	GreenPlants
at3g51120	HOM000707	LandPlants
at3g51130	HOM005356	LandPlants
at3g51140	HOM002568	GreenPlants
at3g51150	HOM000030	GreenPlants
at3g51160	HOM002583	GreenPlants
at3g51171	HOM000209	Arabidopsis
at3g51180	HOM001671	GreenPlants
at3g51190	HOM001726	GreenPlants
at3g51200	HOM000049	LandPlants
at3g51210	HOM000207	GreenPlants
at3g51220	HOM001316	GreenPlants
at3g51230	HOM005103	Angiosperms
at3g51240	HOM000011	GreenPlants
at3g51250	HOM001169	LandPlants
at3g51260	HOM000261	GreenPlants
at3g51270	HOM001493	GreenPlants
at3g51280	HOM000831	LandPlants
at3g51290	HOM000194	LandPlants
at3g51300	HOM000032	GreenPlants
at3g51310	HOM002394	GreenPlants
at3g51320	HOM000001	GreenPlants
at3g51325	HOM000242	GreenPlants
at3g51330	HOM000037	GreenPlants
at3g51340	HOM000037	GreenPlants
at3g51350	HOM000037	GreenPlants
at3g51360	HOM000037	GreenPlants
at3g51370	HOM000435	LandPlants
at3g51380	HOM000725	Angiosperms
at3g51390	HOM000171	GreenPlants
at3g51400	HOM000237	Angiosperms
at3g51410	HOM000237	Angiosperms
at3g51420	HOM000239	GreenPlants
at3g51430	HOM000239	GreenPlants
at3g51440	HOM000239	GreenPlants
at3g51450	HOM000239	GreenPlants
at3g51460	HOM001591	GreenPlants
at3g51470	HOM000061	GreenPlants
at3g51480	HOM000116	GreenPlants
at3g51490	HOM001051	LandPlants
at3g51500	HOM006748	Angiosperms
at3g51510	HOM005830	GreenPlants
at3g51520	HOM001870	GreenPlants
at3g51530	HOM000115	GreenPlants
at3g51540	HOM020838	Arabidopsis
at3g51550	HOM000017	GreenPlants
at3g51560	HOM000008	GreenPlants
at3g51570	HOM000008	GreenPlants
at3g51580	HOM006061	LandPlants
at3g51590	HOM000241	GreenPlants
at3g51600	HOM000241	GreenPlants
at3g51610	HOM004992	GreenPlants
at3g51620	HOM000897	GreenPlants
at3g51630	HOM000312	GreenPlants
at3g51632	HOM040402	AT
at3g51636	HOM077662	AT
at3g51640	HOM004398	Angiosperms
at3g51642	HOM126652	AT
at3g51644	HOM067137	AT
at3g51650	HOM004398	Angiosperms
at3g51660	HOM001397	GreenPlants
at3g51670	HOM000693	GreenPlants
at3g51680	HOM000051	GreenPlants
at3g51690	HOM000060	LandPlants
at3g51700	HOM000060	LandPlants
at3g51710	HOM006269	Angiosperms
at3g51720	HOM002122	Angiosperms
at3g51730	HOM001583	GreenPlants
at3g51740	HOM000063	GreenPlants
at3g51750	HOM023053	Arabidopsis
at3g51760	HOM007630	Rosids
at3g51770	HOM001435	LandPlants
at3g51780	HOM000650	LandPlants
at3g51790	HOM005928	LandPlants
at3g51800	HOM002997	GreenPlants
at3g51810	HOM003053	LandPlants
at3g51820	HOM004748	GreenPlants
at3g51830	HOM001591	GreenPlants
at3g51840	HOM002360	GreenPlants
at3g51850	HOM000014	GreenPlants
at3g51860	HOM000695	GreenPlants
at3g51870	HOM000352	GreenPlants
at3g51880	HOM000631	GreenPlants
at3g51890	HOM000747	GreenPlants
at3g51895	HOM000355	GreenPlants
at3g51910	HOM000129	GreenPlants
at3g51915	HOM046587	AT
at3g51920	HOM000014	GreenPlants
at3g51930	HOM000481	GreenPlants
at3g51940	HOM002208	VascularPlants
at3g51950	HOM000730	LandPlants
at3g51960	HOM002575	LandPlants
at3g51970	HOM000643	GreenPlants
at3g51980	HOM004315	GreenPlants
at3g51990	HOM000004	GreenPlants
at3g52000	HOM000054	GreenPlants
at3g52010	HOM000054	GreenPlants
at3g52020	HOM000054	GreenPlants
at3g52030	HOM001643	GreenPlants
at3g52040	HOM001450	LandPlants
at3g52050	HOM003590	GreenPlants
at3g52060	HOM000186	GreenPlants
at3g52070	HOM006924	Angiosperms
at3g52080	HOM000133	GreenPlants
at3g52090	HOM003985	GreenPlants
at3g52100	HOM003443	LandPlants
at3g52105	HOM005010	Angiosperms
at3g52110	HOM003986	Angiosperms
at3g52115	HOM005479	GreenPlants
at3g52120	HOM004710	GreenPlants
at3g52130	HOM003389	GreenPlants
at3g52140	HOM000792	GreenPlants
at3g52150	HOM000172	GreenPlants
at3g52155	HOM004878	GreenPlants
at3g52160	HOM000134	GreenPlants
at3g52170	HOM019299	Arabidopsis
at3g52180	HOM000362	GreenPlants
at3g52190	HOM001855	GreenPlants
at3g52200	HOM000350	GreenPlants
at3g52210	HOM005648	LandPlants
at3g52220	HOM005449	GreenPlants
at3g52230	HOM007619	LandPlants
at3g52240	HOM007151	Eudicots
at3g52250	HOM003618	GreenPlants
at3g52260	HOM001546	GreenPlants
at3g52270	HOM002561	GreenPlants
at3g52280	HOM000227	GreenPlants
at3g52290	HOM000228	GreenPlants
at3g52300	HOM004083	GreenPlants
at3g52302	HOM034264	AT
at3g52310	HOM000033	GreenPlants
at3g52320	HOM000233	Rosids
at3g52330	HOM000233	Rosids
at3g52340	HOM002054	GreenPlants
at3g52350	HOM005974	GreenPlants
at3g52360	HOM006316	VascularPlants
at3g52370	HOM002140	LandPlants
at3g52380	HOM000172	GreenPlants
at3g52390	HOM002636	GreenPlants
at3g52400	HOM000470	GreenPlants
at3g52420	HOM001090	LandPlants
at3g52430	HOM001661	VascularPlants
at3g52440	HOM000099	GreenPlants
at3g52450	HOM000047	GreenPlants
at3g52460	HOM006416	Rosids
at3g52470	HOM000572	LandPlants
at3g52480	HOM025969	Arabidopsis
at3g52490	HOM000920	LandPlants
at3g52500	HOM000037	GreenPlants
at3g52510	HOM000233	Rosids
at3g52520	HOM022116	Arabidopsis
at3g52525	HOM000305	LandPlants
at3g52530	HOM000035	LandPlants
at3g52540	HOM001038	VascularPlants
at3g52550	HOM025291	Arabidopsis
at3g52560	HOM000310	GreenPlants
at3g52561	HOM023879	Arabidopsis
at3g52570	HOM001020	GreenPlants
at3g52580	HOM001148	GreenPlants
at3g52590	HOM000122	GreenPlants
at3g52600	HOM000445	GreenPlants
at3g52610	HOM003488	LandPlants
at3g52620	HOM022818	Arabidopsis
at3g52630	HOM003712	GreenPlants
at3g52640	HOM003797	GreenPlants
at3g52660	HOM001571	GreenPlants
at3g52670	HOM000115	GreenPlants
at3g52680	HOM000115	GreenPlants
at3g52690	HOM000115	GreenPlants
at3g52700	HOM029431	Arabidopsis
at3g52710	HOM006532	Rosids
at3g52720	HOM000544	GreenPlants
at3g52730	HOM004681	GreenPlants
at3g52740	HOM002608	Angiosperms
at3g52750	HOM001295	GreenPlants
at3g52760	HOM004044	GreenPlants
at3g52770	HOM005024	Angiosperms
at3g52780	HOM000235	GreenPlants
at3g52790	HOM001876	LandPlants
at3g52800	HOM000210	GreenPlants
at3g52810	HOM000235	GreenPlants
at3g52820	HOM000235	GreenPlants
at3g52830	HOM000067	GreenPlants
at3g52840	HOM000145	GreenPlants
at3g52850	HOM000457	GreenPlants
at3g52860	HOM001245	GreenPlants
at3g52870	HOM000673	Angiosperms
at3g52880	HOM001282	GreenPlants
at3g52890	HOM000076	GreenPlants
at3g52900	HOM001781	LandPlants
at3g52905	HOM006400	LandPlants
at3g52910	HOM000412	LandPlants
at3g52920	HOM001781	LandPlants
at3g52930	HOM000648	GreenPlants
at3g52940	HOM003281	GreenPlants
at3g52941	HOM085935	AT
at3g52950	HOM001124	LandPlants
at3g52960	HOM001041	GreenPlants
at3g52970	HOM000005	GreenPlants
at3g52980	HOM000730	LandPlants
at3g52990	HOM000253	GreenPlants
at3g53000	HOM001072	LandPlants
at3g53010	HOM001774	GreenPlants
at3g53020	HOM001235	GreenPlants
at3g53030	HOM001157	GreenPlants
at3g53040	HOM004576	LandPlants
at3g53050	HOM000145	GreenPlants
at3g53060	HOM000245	GreenPlants
at3g53065	HOM000145	GreenPlants
at3g53070	HOM019455	Arabidopsis
at3g53075	HOM000145	GreenPlants
at3g53080	HOM000145	GreenPlants
at3g53090	HOM000639	GreenPlants
at3g53100	HOM000029	LandPlants
at3g53110	HOM000036	GreenPlants
at3g53120	HOM003609	GreenPlants
at3g53130	HOM000093	GreenPlants
at3g53140	HOM000097	GreenPlants
at3g53150	HOM000016	LandPlants
at3g53160	HOM000016	LandPlants
at3g53170	HOM000003	GreenPlants
at3g53180	HOM003782	GreenPlants
at3g53190	HOM000163	LandPlants
at3g53200	HOM000007	GreenPlants
at3g53210	HOM000059	GreenPlants
at3g53220	HOM000112	GreenPlants
at3g53230	HOM000025	GreenPlants
at3g53232	HOM001159	Angiosperms
at3g53235	HOM029043	Arabidopsis
at3g53240	HOM000022	LandPlants
at3g53250	HOM000049	LandPlants
at3g53260	HOM000613	GreenPlants
at3g53270	HOM005172	GreenPlants
at3g53280	HOM000005	GreenPlants
at3g53290	HOM000005	GreenPlants
at3g53294	HOM050690	AT
at3g53300	HOM000005	GreenPlants
at3g53305	HOM000005	GreenPlants
at3g53310	HOM006554	Arabidopsis
at3g53320	HOM010901	Arabidopsis
at3g53330	HOM000055	LandPlants
at3g53340	HOM000225	GreenPlants
at3g53342	HOM006187	LandPlants
at3g53350	HOM000873	GreenPlants
at3g53360	HOM000001	GreenPlants
at3g53370	HOM124103	AT
at3g53380	HOM000041	GreenPlants
at3g53390	HOM002824	GreenPlants
at3g53400	HOM005666	Eudicots
at3g53402	HOM081794	AT
at3g53410	HOM001092	GreenPlants
at3g53420	HOM000085	GreenPlants
at3g53430	HOM001744	GreenPlants
at3g53440	HOM005177	Angiosperms
at3g53450	HOM000154	GreenPlants
at3g53460	HOM000172	GreenPlants
at3g53470	HOM005248	LandPlants
at3g53480	HOM000033	GreenPlants
at3g53490	HOM002191	GreenPlants
at3g53500	HOM000033	GreenPlants
at3g53510	HOM000033	GreenPlants
at3g53520	HOM000496	GreenPlants
at3g53530	HOM000983	GreenPlants
at3g53540	HOM003083	Angiosperms
at3g53550	HOM000115	GreenPlants
at3g53560	HOM001817	LandPlants
at3g53570	HOM000530	GreenPlants
at3g53580	HOM003023	GreenPlants
at3g53590	HOM000017	GreenPlants
at3g53600	HOM000155	LandPlants
at3g53610	HOM000032	GreenPlants
at3g53611	HOM085917	AT
at3g53620	HOM001039	GreenPlants
at3g53630	HOM006187	LandPlants
at3g53640	HOM000019	GreenPlants
at3g53650	HOM000269	GreenPlants
at3g53668	HOM009104	Arabidopsis
at3g53670	HOM011920	Arabidopsis
at3g53680	HOM001047	GreenPlants
at3g53690	HOM000287	GreenPlants
at3g53700	HOM000003	GreenPlants
at3g53710	HOM003221	LandPlants
at3g53720	HOM000133	GreenPlants
at3g53730	HOM000364	GreenPlants
at3g53740	HOM002238	GreenPlants
at3g53750	HOM000179	GreenPlants
at3g53760	HOM001697	GreenPlants
at3g53770	HOM026647	Arabidopsis
at3g53780	HOM000662	GreenPlants
at3g53790	HOM001587	LandPlants
at3g53800	HOM003111	GreenPlants
at3g53810	HOM000041	GreenPlants
at3g53820	HOM000464	LandPlants
at3g53830	HOM000108	GreenPlants
at3g53840	HOM000035	LandPlants
at3g53850	HOM000609	LandPlants
at3g53860	HOM002812	GreenPlants
at3g53870	HOM001526	GreenPlants
at3g53880	HOM000189	GreenPlants
at3g53890	HOM001401	GreenPlants
at3g53900	HOM004076	GreenPlants
at3g53910	HOM000688	GreenPlants
at3g53920	HOM001089	GreenPlants
at3g53930	HOM000044	GreenPlants
at3g53940	HOM000087	GreenPlants
at3g53950	HOM000427	GreenPlants
at3g53960	HOM000031	GreenPlants
at3g53970	HOM004724	GreenPlants
at3g53980	HOM001913	VascularPlants
at3g53990	HOM000273	GreenPlants
at3g54000	HOM001259	VascularPlants
at3g54010	HOM000183	GreenPlants
at3g54020	HOM002445	GreenPlants
at3g54030	HOM000443	LandPlants
at3g54040	HOM001792	LandPlants
at3g54050	HOM000607	GreenPlants
at3g54060	HOM004542	Angiosperms
at3g54070	HOM000114	GreenPlants
at3g54080	HOM020362	Arabidopsis
at3g54085	HOM000088	GreenPlants
at3g54090	HOM000564	GreenPlants
at3g54100	HOM000088	GreenPlants
at3g54110	HOM000360	GreenPlants
at3g54120	HOM000303	LandPlants
at3g54130	HOM002254	GreenPlants
at3g54140	HOM000031	GreenPlants
at3g54150	HOM001771	GreenPlants
at3g54160	HOM000206	Eudicots
at3g54170	HOM004223	GreenPlants
at3g54180	HOM000019	GreenPlants
at3g54190	HOM001758	LandPlants
at3g54200	HOM000426	LandPlants
at3g54210	HOM001841	GreenPlants
at3g54220	HOM000042	GreenPlants
at3g54230	HOM003834	GreenPlants
at3g54240	HOM000598	LandPlants
at3g54250	HOM003344	LandPlants
at3g54260	HOM000050	LandPlants
at3g54270	HOM002054	GreenPlants
at3g54280	HOM000101	GreenPlants
at3g54290	HOM003674	LandPlants
at3g54300	HOM000380	GreenPlants
at3g54310	HOM004368	Angiosperms
at3g54320	HOM000119	GreenPlants
at3g54340	HOM000039	GreenPlants
at3g54350	HOM002495	GreenPlants
at3g54360	HOM005494	GreenPlants
at3g54363	HOM018838	Arabidopsis
at3g54380	HOM001234	GreenPlants
at3g54390	HOM005244	Angiosperms
at3g54400	HOM000037	GreenPlants
at3g54410	HOM006763	Arabidopsis
at3g54420	HOM000272	LandPlants
at3g54430	HOM000433	LandPlants
at3g54440	HOM004550	GreenPlants
at3g54450	HOM000031	GreenPlants
at3g54460	HOM003981	GreenPlants
at3g54470	HOM002118	GreenPlants
at3g54480	HOM006102	LandPlants
at3g54490	HOM001233	GreenPlants
at3g54500	HOM006601	VascularPlants
at3g54510	HOM000325	GreenPlants
at3g54520	HOM014294	Arabidopsis
at3g54530	HOM014294	Arabidopsis
at3g54540	HOM000382	GreenPlants
at3g54550	HOM000315	GreenPlants
at3g54560	HOM000175	GreenPlants
at3g54570	HOM003850	Angiosperms
at3g54580	HOM010160	Arabidopsis
at3g54590	HOM010160	Arabidopsis
at3g54600	HOM002446	LandPlants
at3g54610	HOM004694	GreenPlants
at3g54620	HOM001120	GreenPlants
at3g54630	HOM003212	VascularPlants
at3g54640	HOM002183	GreenPlants
at3g54650	HOM002043	GreenPlants
at3g54660	HOM001994	GreenPlants
at3g54670	HOM003964	GreenPlants
at3g54680	HOM007672	Rosids
at3g54690	HOM006201	LandPlants
at3g54700	HOM000348	GreenPlants
at3g54710	HOM002151	VascularPlants
at3g54720	HOM001381	LandPlants
at3g54730	HOM017779	AT
at3g54740	HOM002089	Angiosperms
at3g54750	HOM005212	LandPlants
at3g54760	HOM001206	Angiosperms
at3g54770	HOM000057	GreenPlants
at3g54780	HOM000389	GreenPlants
at3g54790	HOM000047	GreenPlants
at3g54800	HOM000474	GreenPlants
at3g54802	HOM054808	AT
at3g54804	HOM054790	AT
at3g54810	HOM000164	GreenPlants
at3g54820	HOM000085	GreenPlants
at3g54826	HOM005478	GreenPlants
at3g54830	HOM000358	GreenPlants
at3g54840	HOM000032	GreenPlants
at3g54850	HOM000047	GreenPlants
at3g54860	HOM004255	GreenPlants
at3g54870	HOM000030	GreenPlants
at3g54880	HOM001224	GreenPlants
at3g54890	HOM000125	GreenPlants
at3g54900	HOM000859	GreenPlants
at3g54910	HOM000115	GreenPlants
at3g54920	HOM000163	LandPlants
at3g54925	HOM006856	Arabidopsis
at3g54930	HOM000243	GreenPlants
at3g54940	HOM000058	GreenPlants
at3g54950	HOM000190	LandPlants
at3g54960	HOM000784	GreenPlants
at3g54970	HOM000225	GreenPlants
at3g54980	HOM000003	GreenPlants
at3g54990	HOM000119	GreenPlants
at3g55000	HOM004062	GreenPlants
at3g55005	HOM004062	GreenPlants
at3g55010	HOM002989	GreenPlants
at3g55020	HOM001052	GreenPlants
at3g55030	HOM003621	GreenPlants
at3g55040	HOM000755	GreenPlants
at3g55050	HOM000435	LandPlants
at3g55060	HOM003737	LandPlants
at3g55070	HOM001764	GreenPlants
at3g55080	HOM004917	LandPlants
at3g55090	HOM000033	GreenPlants
at3g55100	HOM000033	GreenPlants
at3g55110	HOM000033	GreenPlants
at3g55120	HOM001962	Angiosperms
at3g55130	HOM000033	GreenPlants
at3g55140	HOM000163	LandPlants
at3g55150	HOM000135	GreenPlants
at3g55160	HOM000283	GreenPlants
at3g55170	HOM001776	GreenPlants
at3g55180	HOM000246	GreenPlants
at3g55190	HOM000246	GreenPlants
at3g55200	HOM002917	GreenPlants
at3g55210	HOM000018	LandPlants
at3g55220	HOM002917	GreenPlants
at3g55230	HOM000451	GreenPlants
at3g55240	HOM000690	GreenPlants
at3g55250	HOM006035	GreenPlants
at3g55252	HOM006856	Arabidopsis
at3g55254	HOM006856	Arabidopsis
at3g55260	HOM001145	GreenPlants
at3g55270	HOM000064	GreenPlants
at3g55280	HOM000697	GreenPlants
at3g55290	HOM000051	GreenPlants
at3g55310	HOM000051	GreenPlants
at3g55320	HOM000071	GreenPlants
at3g55330	HOM002454	GreenPlants
at3g55340	HOM003552	GreenPlants
at3g55350	HOM000527	GreenPlants
at3g55360	HOM004567	GreenPlants
at3g55370	HOM000099	GreenPlants
at3g55380	HOM000068	GreenPlants
at3g55390	HOM005738	LandPlants
at3g55400	HOM003883	GreenPlants
at3g55410	HOM000586	GreenPlants
at3g55420	HOM005338	Angiosperms
at3g55430	HOM000021	GreenPlants
at3g55440	HOM001231	GreenPlants
at3g55450	HOM000004	GreenPlants
at3g55460	HOM000469	GreenPlants
at3g55470	HOM001200	Angiosperms
at3g55480	HOM003649	GreenPlants
at3g55490	HOM005374	GreenPlants
at3g55500	HOM000065	GreenPlants
at3g55510	HOM002071	GreenPlants
at3g55515	HOM001159	Angiosperms
at3g55520	HOM000183	GreenPlants
at3g55530	HOM004833	Angiosperms
at3g55540	HOM000591	GreenPlants
at3g55550	HOM000041	GreenPlants
at3g55560	HOM000262	LandPlants
at3g55566	HOM026557	Arabidopsis
at3g55570	HOM000292	GreenPlants
at3g55573	HOM058885	AT
at3g55580	HOM000108	GreenPlants
at3g55590	HOM002514	GreenPlants
at3g55600	HOM002701	LandPlants
at3g55605	HOM000969	GreenPlants
at3g55610	HOM001650	GreenPlants
at3g55620	HOM002348	GreenPlants
at3g55630	HOM001961	GreenPlants
at3g55640	HOM000087	GreenPlants
at3g55646	HOM002423	Eudicots
at3g55650	HOM000253	GreenPlants
at3g55660	HOM000330	GreenPlants
at3g55665	HOM006856	Arabidopsis
at3g55670	HOM000115	GreenPlants
at3g55672	HOM006856	Arabidopsis
at3g55677	HOM006856	Arabidopsis
at3g55680	HOM007010	Rosids
at3g55690	HOM030059	Arabidopsis
at3g55700	HOM000023	GreenPlants
at3g55710	HOM000023	GreenPlants
at3g55720	HOM000478	GreenPlants
at3g55730	HOM000007	GreenPlants
at3g55740	HOM000159	LandPlants
at3g55750	HOM000429	GreenPlants
at3g55760	HOM001915	GreenPlants
at3g55770	HOM000570	GreenPlants
at3g55780	HOM000021	GreenPlants
at3g55790	HOM075510	AT
at3g55800	HOM003040	GreenPlants
at3g55810	HOM000253	GreenPlants
at3g55820	HOM006923	Angiosperms
at3g55830	HOM003102	GreenPlants
at3g55840	HOM003514	LandPlants
at3g55850	HOM003811	GreenPlants
at3g55860	HOM018407	Arabidopsis
at3g55870	HOM001117	GreenPlants
at3g55880	HOM001613	GreenPlants
at3g55890	HOM000587	GreenPlants
at3g55900	HOM048595	AT
at3g55910	HOM030975	Arabidopsis
at3g55920	HOM000111	GreenPlants
at3g55930	HOM003419	GreenPlants
at3g55940	HOM000733	GreenPlants
at3g55950	HOM000017	GreenPlants
at3g55960	HOM003235	VascularPlants
at3g55970	HOM000011	GreenPlants
at3g55980	HOM000398	GreenPlants
at3g55990	HOM000050	LandPlants
at3g56000	HOM000306	GreenPlants
at3g56010	HOM006922	Angiosperms
at3g56020	HOM116772	AT
at3g56030	HOM000003	GreenPlants
at3g56040	HOM005617	GreenPlants
at3g56050	HOM000772	LandPlants
at3g56060	HOM000316	GreenPlants
at3g56070	HOM000111	GreenPlants
at3g56080	HOM000110	LandPlants
at3g56090	HOM001243	GreenPlants
at3g56100	HOM000063	GreenPlants
at3g56110	HOM000472	GreenPlants
at3g56120	HOM002255	GreenPlants
at3g56130	HOM003282	GreenPlants
at3g56140	HOM000901	GreenPlants
at3g56150	HOM001681	GreenPlants
at3g56160	HOM003647	GreenPlants
at3g56170	HOM002624	LandPlants
at3g56180	HOM000307	LandPlants
at3g56190	HOM002480	GreenPlants
at3g56200	HOM000422	GreenPlants
at3g56210	HOM002877	GreenPlants
at3g56220	HOM001871	Angiosperms
at3g56230	HOM002599	LandPlants
at3g56240	HOM000146	GreenPlants
at3g56250	HOM019449	Arabidopsis
at3g56260	HOM026576	Arabidopsis
at3g56270	HOM002122	Angiosperms
at3g56290	HOM005649	GreenPlants
at3g56300	HOM001329	GreenPlants
at3g56310	HOM000692	GreenPlants
at3g56320	HOM000897	GreenPlants
at3g56330	HOM004410	GreenPlants
at3g56340	HOM002470	GreenPlants
at3g56350	HOM002786	GreenPlants
at3g56360	HOM006314	Angiosperms
at3g56370	HOM000002	GreenPlants
at3g56380	HOM000459	LandPlants
at3g56390	HOM000028	GreenPlants
at3g56400	HOM000028	GreenPlants
at3g56410	HOM021740	Arabidopsis
at3g56420	HOM000112	GreenPlants
at3g56430	HOM004067	GreenPlants
at3g56440	HOM000885	GreenPlants
at3g56450	HOM002480	GreenPlants
at3g56460	HOM005336	GreenPlants
at3g56470	HOM001951	Rosids
at3g56480	HOM001658	LandPlants
at3g56490	HOM002352	GreenPlants
at3g56500	HOM030809	Brassicales
at3g56510	HOM002120	GreenPlants
at3g56520	HOM000018	LandPlants
at3g56530	HOM000018	LandPlants
at3g56540	HOM000054	GreenPlants
at3g56550	HOM000001	GreenPlants
at3g56560	HOM012995	Arabidopsis
at3g56570	HOM003864	GreenPlants
at3g56580	HOM000079	GreenPlants
at3g56590	HOM002119	VascularPlants
at3g56600	HOM000558	GreenPlants
at3g56610	HOM031408	Arabidopsis
at3g56620	HOM000059	GreenPlants
at3g56630	HOM000093	GreenPlants
at3g56640	HOM000455	GreenPlants
at3g56650	HOM005490	GreenPlants
at3g56660	HOM003118	GreenPlants
at3g56670	HOM012957	Arabidopsis
at3g56680	HOM001826	LandPlants
at3g56690	HOM000025	GreenPlants
at3g56700	HOM000480	GreenPlants
at3g56710	HOM010288	Rosids
at3g56720	HOM020575	Arabidopsis
at3g56730	HOM000672	LandPlants
at3g56740	HOM003338	GreenPlants
at3g56750	HOM003822	LandPlants
at3g56760	HOM000014	GreenPlants
at3g56770	HOM000347	GreenPlants
at3g56780	HOM000115	GreenPlants
at3g56790	HOM003419	GreenPlants
at3g56800	HOM000014	GreenPlants
at3g56810	HOM021882	Arabidopsis
at3g56820	HOM006453	GreenPlants
at3g56830	HOM002931	LandPlants
at3g56840	HOM005042	GreenPlants
at3g56850	HOM000357	LandPlants
at3g56860	HOM000057	GreenPlants
at3g56870	HOM007016	Eudicots
at3g56880	HOM002886	GreenPlants
